State,Sex,Age Group,Year,Ethnic Group,Value ('000 Person)
W.P Kuala Lumpur,Total Sex,Total Age Group,2005,Chinese,617.4
W.P Kuala Lumpur,Total Sex,Total Age Group,2005,Indians,154.8
W.P Kuala Lumpur,Total Sex,Total Age Group,2005,Other Malaysian,18.1
W.P Kuala Lumpur,Total Sex,Total Age Group,2005,Non-Malaysian Citizens,122.8
W.P Kuala Lumpur,Total Sex,Total Age Group,2006,Total Ethnic Group,1577.5
W.P Kuala Lumpur,Total Sex,Total Age Group,2006,Bumiputera,16.1
W.P Kuala Lumpur,Total Sex,Total Age Group,2006,Malay,635.4
W.P Kuala Lumpur,Total Sex,Total Age Group,2006,Chinese,625.3
W.P Kuala Lumpur,Total Sex,Total Age Group,2006,Indians,155.5
W.P Kuala Lumpur,Total Sex,Total Age Group,2006,Other Malaysian,18.3
W.P Kuala Lumpur,Total Sex,Total Age Group,2006,Non-Malaysian Citizens,126.9
W.P Kuala Lumpur,Total Sex,Total Age Group,2007,Total Ethnic Group,1603.3
W.P Kuala Lumpur,Total Sex,Total Age Group,2007,Bumiputera,16.9
W.P Kuala Lumpur,Total Sex,Total Age Group,2007,Malay,647.7
W.P Kuala Lumpur,Total Sex,Total Age Group,2007,Chinese,633.2
W.P Kuala Lumpur,Total Sex,Total Age Group,2007,Indians,156.3
W.P Kuala Lumpur,Total Sex,Total Age Group,2007,Other Malaysian,18.4
W.P Kuala Lumpur,Total Sex,Total Age Group,2007,Non-Malaysian Citizens,130.8
W.P Kuala Lumpur,Total Sex,Total Age Group,2008,Total Ethnic Group,1628.9
W.P Kuala Lumpur,Total Sex,Total Age Group,2008,Bumiputera,17.7
W.P Kuala Lumpur,Total Sex,Total Age Group,2008,Malay,660
W.P Kuala Lumpur,Total Sex,Total Age Group,2008,Chinese,641.2
W.P Kuala Lumpur,Total Sex,Total Age Group,2008,Indians,156.9
W.P Kuala Lumpur,Total Sex,Total Age Group,2008,Other Malaysian,18.6
W.P Kuala Lumpur,Total Sex,Total Age Group,2008,Non-Malaysian Citizens,134.4
W.P Kuala Lumpur,Total Sex,Total Age Group,2009,Total Ethnic Group,1652.8
W.P Kuala Lumpur,Total Sex,Total Age Group,2009,Bumiputera,18.5
W.P Kuala Lumpur,Total Sex,Total Age Group,2009,Malay,672
W.P Kuala Lumpur,Total Sex,Total Age Group,2009,Chinese,648.8
W.P Kuala Lumpur,Total Sex,Total Age Group,2009,Indians,157.5
W.P Kuala Lumpur,Total Sex,Total Age Group,2009,Other Malaysian,18.1
W.P Kuala Lumpur,Total Sex,Total Age Group,2009,Non-Malaysian Citizens,137.9
W.P Kuala Lumpur,Total Sex,Total Age Group,2010,Total Ethnic Group,1674.8
W.P Kuala Lumpur,Total Sex,Total Age Group,2010,Other Bumiputera,19.4
W.P Kuala Lumpur,Total Sex,Total Age Group,2010,Malay,685.7
W.P Kuala Lumpur,Total Sex,Total Age Group,2010,Chinese,656.9
W.P Kuala Lumpur,Total Sex,Total Age Group,2010,Indians,157.9
W.P Kuala Lumpur,Total Sex,Total Age Group,2010,Other Malaysian,14
W.P Kuala Lumpur,Total Sex,Total Age Group,2010,Non-Malaysian Citizens,141
W.P Kuala Lumpur,Total Sex,Total Age Group,2011,Total Ethnic Group,1693
W.P Kuala Lumpur,Total Sex,Total Age Group,2011,Other Bumiputera,18.7
W.P Kuala Lumpur,Total Sex,Total Age Group,2011,Malay,692.4
W.P Kuala Lumpur,Total Sex,Total Age Group,2011,Chinese,659.8
W.P Kuala Lumpur,Total Sex,Total Age Group,2011,Indians,159.3
W.P Kuala Lumpur,Total Sex,Total Age Group,2011,Other Malaysian,14.6
W.P Kuala Lumpur,Total Sex,Total Age Group,2011,Non-Malaysian Citizens,148.2
W.P Kuala Lumpur,Total Sex,Total Age Group,2012,Total Ethnic Group,1702.1
W.P Kuala Lumpur,Total Sex,Total Age Group,2012,Other Bumiputera,18.4
W.P Kuala Lumpur,Total Sex,Total Age Group,2012,Malay,689.5
W.P Kuala Lumpur,Total Sex,Total Age Group,2012,Chinese,663.5
W.P Kuala Lumpur,Total Sex,Total Age Group,2012,Indians,157.2
W.P Kuala Lumpur,Total Sex,Total Age Group,2012,Other Malaysian,15.6
W.P Kuala Lumpur,Total Sex,Total Age Group,2012,Non-Malaysian Citizens,157.9
W.P Kuala Lumpur,Total Sex,Total Age Group,2013,Total Ethnic Group,1723.4
W.P Kuala Lumpur,Total Sex,Total Age Group,2013,Bumiputera,710.9
W.P Kuala Lumpur,Total Sex,Total Age Group,2013,Chinese,661
W.P Kuala Lumpur,Total Sex,Total Age Group,2013,Indians,155.1
W.P Kuala Lumpur,Total Sex,Total Age Group,2013,Other Malaysian,16.1
W.P Kuala Lumpur,Total Sex,Total Age Group,2013,Non-Malaysian Citizens,180.2
W.P Kuala Lumpur,Total Sex,Total Age Group,2014,Total Ethnic Group,1737.4
W.P Kuala Lumpur,Total Sex,Total Age Group,2014,Bumiputera,713.5
W.P Kuala Lumpur,Total Sex,Total Age Group,2014,Chinese,658.4
W.P Kuala Lumpur,Total Sex,Total Age Group,2014,Indians,153.8
W.P Kuala Lumpur,Total Sex,Total Age Group,2014,Other Malaysian,16.9
W.P Kuala Lumpur,Total Sex,Total Age Group,2014,Non-Malaysian Citizens,194.8
W.P Kuala Lumpur,Total Sex,Total Age Group,2015,Total Ethnic Group,1780.4
W.P Kuala Lumpur,Total Sex,Total Age Group,2015,Bumiputera,717.8
W.P Kuala Lumpur,Total Sex,Total Age Group,2015,Chinese,657
W.P Kuala Lumpur,Total Sex,Total Age Group,2015,Indians,153.5
W.P Kuala Lumpur,Total Sex,Total Age Group,2015,Other Malaysian,17.4
W.P Kuala Lumpur,Total Sex,Total Age Group,2015,Non-Malaysian Citizens,234.7
W.P Kuala Lumpur,Total Sex,Total Age Group,2016,Total Ethnic Group,1789.7
W.P Kuala Lumpur,Total Sex,Total Age Group,2016,Bumiputera,722.4
W.P Kuala Lumpur,Total Sex,Total Age Group,2016,Chinese,654.9
W.P Kuala Lumpur,Total Sex,Total Age Group,2016,Indians,151.7
W.P Kuala Lumpur,Total Sex,Total Age Group,2016,Other Malaysian,17.9
W.P Kuala Lumpur,Total Sex,Total Age Group,2016,Non-Malaysian Citizens,242.7
W.P Kuala Lumpur,Total Sex,Total Age Group,2017,Total Ethnic Group,1793.2
W.P Kuala Lumpur,Total Sex,Total Age Group,2017,Bumiputera,723.8
W.P Kuala Lumpur,Total Sex,Total Age Group,2017,Chinese,654.5
W.P Kuala Lumpur,Total Sex,Total Age Group,2017,Indians,151.3
W.P Kuala Lumpur,Total Sex,Total Age Group,2017,Other Malaysian,18.4
W.P Kuala Lumpur,Total Sex,Total Age Group,2017,Non-Malaysian Citizens,245.1
W.P Kuala Lumpur,Total Sex,Total Age Group,2018,Total Ethnic Group,1790
W.P Kuala Lumpur,Total Sex,Total Age Group,2018,Bumiputera,719.4
W.P Kuala Lumpur,Total Sex,Total Age Group,2018,Chinese,654.2
W.P Kuala Lumpur,Total Sex,Total Age Group,2018,Indians,151.4
W.P Kuala Lumpur,Total Sex,Total Age Group,2018,Other Malaysian,18.9
W.P Kuala Lumpur,Total Sex,Total Age Group,2018,Non-Malaysian Citizens,246
W.P Kuala Lumpur,Total Sex,Total Age Group,2019,Total Ethnic Group,1782.5
W.P Kuala Lumpur,Total Sex,Total Age Group,2019,Bumiputera,718.7
W.P Kuala Lumpur,Total Sex,Total Age Group,2019,Chinese,654.9
W.P Kuala Lumpur,Total Sex,Total Age Group,2019,Indians,151.8
W.P Kuala Lumpur,Total Sex,Total Age Group,2019,Other Malaysian,19.5
W.P Kuala Lumpur,Total Sex,Total Age Group,2019,Non-Malaysian Citizens,237.6
W.P Kuala Lumpur,Total Sex,Total Age Group,2020,Total Ethnic Group,1773.7
W.P Kuala Lumpur,Total Sex,Total Age Group,2020,Bumiputera,718.2
W.P Kuala Lumpur,Total Sex,Total Age Group,2020,Chinese,655.8
W.P Kuala Lumpur,Total Sex,Total Age Group,2020,Indians,152.2
W.P Kuala Lumpur,Total Sex,Total Age Group,2020,Other Malaysian,20.2
W.P Kuala Lumpur,Total Sex,Total Age Group,2020,Non-Malaysian Citizens,227.2
W.P Kuala Lumpur,Total Sex, 0 - 4,1991,Total Ethnic Group,150.8
W.P Kuala Lumpur,Total Sex, 0 - 4,1991,Bumiputera,0.5
W.P Kuala Lumpur,Total Sex, 0 - 4,1991,Malay,76
W.P Kuala Lumpur,Total Sex, 0 - 4,1991,Chinese,54.3
W.P Kuala Lumpur,Total Sex, 0 - 4,1991,Indians,16
W.P Kuala Lumpur,Total Sex, 0 - 4,1991,Other Malaysian,2.1
W.P Kuala Lumpur,Total Sex, 0 - 4,1991,Non-Malaysian Citizens,1.9
W.P Kuala Lumpur,Total Sex, 0 - 4,1992,Total Ethnic Group,147.5
W.P Kuala Lumpur,Total Sex, 0 - 4,1992,Bumiputera,0.5
W.P Kuala Lumpur,Total Sex, 0 - 4,1992,Malay,73.1
W.P Kuala Lumpur,Total Sex, 0 - 4,1992,Chinese,53.3
W.P Kuala Lumpur,Total Sex, 0 - 4,1992,Indians,15.5
W.P Kuala Lumpur,Total Sex, 0 - 4,1992,Other Malaysian,3.1
W.P Kuala Lumpur,Total Sex, 0 - 4,1992,Non-Malaysian Citizens,2
W.P Kuala Lumpur,Total Sex, 0 - 4,1993,Total Ethnic Group,145.2
W.P Kuala Lumpur,Total Sex, 0 - 4,1993,Bumiputera,0.5
W.P Kuala Lumpur,Total Sex, 0 - 4,1993,Malay,71.2
W.P Kuala Lumpur,Total Sex, 0 - 4,1993,Chinese,52.2
W.P Kuala Lumpur,Total Sex, 0 - 4,1993,Indians,15.2
W.P Kuala Lumpur,Total Sex, 0 - 4,1993,Other Malaysian,3.2
W.P Kuala Lumpur,Total Sex, 0 - 4,1993,Non-Malaysian Citizens,2.9
W.P Kuala Lumpur,Total Sex, 0 - 4,1994,Total Ethnic Group,142.5
W.P Kuala Lumpur,Total Sex, 0 - 4,1994,Bumiputera,0.5
W.P Kuala Lumpur,Total Sex, 0 - 4,1994,Malay,69.9
W.P Kuala Lumpur,Total Sex, 0 - 4,1994,Chinese,50.2
W.P Kuala Lumpur,Total Sex, 0 - 4,1994,Indians,14.9
W.P Kuala Lumpur,Total Sex, 0 - 4,1994,Other Malaysian,3.1
W.P Kuala Lumpur,Total Sex, 0 - 4,1994,Non-Malaysian Citizens,3.9
W.P Kuala Lumpur,Total Sex, 0 - 4,1995,Total Ethnic Group,140.7
W.P Kuala Lumpur,Total Sex, 0 - 4,1995,Bumiputera,0.5
W.P Kuala Lumpur,Total Sex, 0 - 4,1995,Malay,68.7
W.P Kuala Lumpur,Total Sex, 0 - 4,1995,Chinese,49.2
W.P Kuala Lumpur,Total Sex, 0 - 4,1995,Indians,14.5
W.P Kuala Lumpur,Total Sex, 0 - 4,1995,Other Malaysian,3
W.P Kuala Lumpur,Total Sex, 0 - 4,1995,Non-Malaysian Citizens,4.7
W.P Kuala Lumpur,Total Sex, 0 - 4,1996,Total Ethnic Group,139.5
W.P Kuala Lumpur,Total Sex, 0 - 4,1996,Bumiputera,0.6
W.P Kuala Lumpur,Total Sex, 0 - 4,1996,Malay,68.3
W.P Kuala Lumpur,Total Sex, 0 - 4,1996,Chinese,47.8
W.P Kuala Lumpur,Total Sex, 0 - 4,1996,Indians,14.2
W.P Kuala Lumpur,Total Sex, 0 - 4,1996,Other Malaysian,3
W.P Kuala Lumpur,Total Sex, 0 - 4,1996,Non-Malaysian Citizens,5.6
W.P Kuala Lumpur,Total Sex, 0 - 4,1997,Total Ethnic Group,140.2
W.P Kuala Lumpur,Total Sex, 0 - 4,1997,Bumiputera,0.7
W.P Kuala Lumpur,Total Sex, 0 - 4,1997,Malay,69.1
W.P Kuala Lumpur,Total Sex, 0 - 4,1997,Chinese,47.3
W.P Kuala Lumpur,Total Sex, 0 - 4,1997,Indians,14.1
W.P Kuala Lumpur,Total Sex, 0 - 4,1997,Other Malaysian,2.5
W.P Kuala Lumpur,Total Sex, 0 - 4,1997,Non-Malaysian Citizens,6.4
W.P Kuala Lumpur,Total Sex, 0 - 4,1998,Total Ethnic Group,145.1
W.P Kuala Lumpur,Total Sex, 0 - 4,1998,Bumiputera,1
W.P Kuala Lumpur,Total Sex, 0 - 4,1998,Malay,71.8
W.P Kuala Lumpur,Total Sex, 0 - 4,1998,Chinese,48.2
W.P Kuala Lumpur,Total Sex, 0 - 4,1998,Indians,14.4
W.P Kuala Lumpur,Total Sex, 0 - 4,1998,Other Malaysian,2.5
W.P Kuala Lumpur,Total Sex, 0 - 4,1998,Non-Malaysian Citizens,7.3
W.P Kuala Lumpur,Total Sex, 0 - 4,1999,Total Ethnic Group,152.8
W.P Kuala Lumpur,Total Sex, 0 - 4,1999,Bumiputera,1.2
W.P Kuala Lumpur,Total Sex, 0 - 4,1999,Malay,75
W.P Kuala Lumpur,Total Sex, 0 - 4,1999,Chinese,50.5
W.P Kuala Lumpur,Total Sex, 0 - 4,1999,Indians,14.9
W.P Kuala Lumpur,Total Sex, 0 - 4,1999,Other Malaysian,2.6
W.P Kuala Lumpur,Total Sex, 0 - 4,1999,Non-Malaysian Citizens,8.5
W.P Kuala Lumpur,Total Sex, 0 - 4,2000,Total Ethnic Group,166.3
W.P Kuala Lumpur,Total Sex, 0 - 4,2000,Bumiputera,1.6
W.P Kuala Lumpur,Total Sex, 0 - 4,2000,Malay,79.9
W.P Kuala Lumpur,Total Sex, 0 - 4,2000,Chinese,55.4
W.P Kuala Lumpur,Total Sex, 0 - 4,2000,Indians,16.1
W.P Kuala Lumpur,Total Sex, 0 - 4,2000,Other Malaysian,2.5
W.P Kuala Lumpur,Total Sex, 0 - 4,2000,Non-Malaysian Citizens,10.8
W.P Kuala Lumpur,Total Sex, 0 - 4,2001,Total Ethnic Group,163.2
W.P Kuala Lumpur,Total Sex, 0 - 4,2001,Bumiputera,1.7
W.P Kuala Lumpur,Total Sex, 0 - 4,2001,Malay,78.2
W.P Kuala Lumpur,Total Sex, 0 - 4,2001,Chinese,54.9
W.P Kuala Lumpur,Total Sex, 0 - 4,2001,Indians,15.7
W.P Kuala Lumpur,Total Sex, 0 - 4,2001,Other Malaysian,2.3
W.P Kuala Lumpur,Total Sex, 0 - 4,2001,Non-Malaysian Citizens,10.4
W.P Kuala Lumpur,Total Sex, 0 - 4,2002,Total Ethnic Group,157.1
W.P Kuala Lumpur,Total Sex, 0 - 4,2002,Bumiputera,1.9
W.P Kuala Lumpur,Total Sex, 0 - 4,2002,Malay,75.8
W.P Kuala Lumpur,Total Sex, 0 - 4,2002,Chinese,52.6
W.P Kuala Lumpur,Total Sex, 0 - 4,2002,Indians,15.1
W.P Kuala Lumpur,Total Sex, 0 - 4,2002,Other Malaysian,2.1
W.P Kuala Lumpur,Total Sex, 0 - 4,2002,Non-Malaysian Citizens,9.6
W.P Kuala Lumpur,Total Sex, 0 - 4,2003,Total Ethnic Group,148.8
W.P Kuala Lumpur,Total Sex, 0 - 4,2003,Bumiputera,2
W.P Kuala Lumpur,Total Sex, 0 - 4,2003,Malay,72.4
W.P Kuala Lumpur,Total Sex, 0 - 4,2003,Chinese,49.9
W.P Kuala Lumpur,Total Sex, 0 - 4,2003,Indians,14.4
W.P Kuala Lumpur,Total Sex, 0 - 4,2003,Other Malaysian,2
W.P Kuala Lumpur,Total Sex, 0 - 4,2003,Non-Malaysian Citizens,8.2
W.P Kuala Lumpur,Total Sex, 0 - 4,2004,Total Ethnic Group,140.3
W.P Kuala Lumpur,Total Sex, 0 - 4,2004,Bumiputera,2.1
W.P Kuala Lumpur,Total Sex, 0 - 4,2004,Malay,69.2
W.P Kuala Lumpur,Total Sex, 0 - 4,2004,Chinese,46.6
W.P Kuala Lumpur,Total Sex, 0 - 4,2004,Indians,13.5
W.P Kuala Lumpur,Total Sex, 0 - 4,2004,Other Malaysian,1.9
W.P Kuala Lumpur,Total Sex, 0 - 4,2004,Non-Malaysian Citizens,6.9
W.P Kuala Lumpur,Total Sex, 0 - 4,2005,Total Ethnic Group,131.7
W.P Kuala Lumpur,Total Sex, 0 - 4,2005,Bumiputera,2.3
W.P Kuala Lumpur,Total Sex, 0 - 4,2005,Malay,66.1
W.P Kuala Lumpur,Total Sex, 0 - 4,2005,Chinese,43.5
W.P Kuala Lumpur,Total Sex, 0 - 4,2005,Indians,12.6
W.P Kuala Lumpur,Total Sex, 0 - 4,2005,Other Malaysian,1.9
W.P Kuala Lumpur,Total Sex, 0 - 4,2005,Non-Malaysian Citizens,5.4
W.P Kuala Lumpur,Total Sex, 0 - 4,2006,Total Ethnic Group,128.4
W.P Kuala Lumpur,Total Sex, 0 - 4,2006,Bumiputera,2.4
W.P Kuala Lumpur,Total Sex, 0 - 4,2006,Malay,64.3
W.P Kuala Lumpur,Total Sex, 0 - 4,2006,Chinese,42.7
W.P Kuala Lumpur,Total Sex, 0 - 4,2006,Indians,12
W.P Kuala Lumpur,Total Sex, 0 - 4,2006,Other Malaysian,2
W.P Kuala Lumpur,Total Sex, 0 - 4,2006,Non-Malaysian Citizens,5
W.P Kuala Lumpur,Total Sex, 0 - 4,2007,Total Ethnic Group,127.1
W.P Kuala Lumpur,Total Sex, 0 - 4,2007,Bumiputera,2.5
W.P Kuala Lumpur,Total Sex, 0 - 4,2007,Malay,63.5
W.P Kuala Lumpur,Total Sex, 0 - 4,2007,Chinese,42.6
W.P Kuala Lumpur,Total Sex, 0 - 4,2007,Indians,11.6
W.P Kuala Lumpur,Total Sex, 0 - 4,2007,Other Malaysian,2.2
W.P Kuala Lumpur,Total Sex, 0 - 4,2007,Non-Malaysian Citizens,4.6
W.P Kuala Lumpur,Total Sex, 0 - 4,2008,Total Ethnic Group,127
W.P Kuala Lumpur,Total Sex, 0 - 4,2008,Bumiputera,2.7
W.P Kuala Lumpur,Total Sex, 0 - 4,2008,Malay,63.9
W.P Kuala Lumpur,Total Sex, 0 - 4,2008,Chinese,42.7
W.P Kuala Lumpur,Total Sex, 0 - 4,2008,Indians,11.2
W.P Kuala Lumpur,Total Sex, 0 - 4,2008,Other Malaysian,2.3
W.P Kuala Lumpur,Total Sex, 0 - 4,2008,Non-Malaysian Citizens,4.3
W.P Kuala Lumpur,Total Sex, 0 - 4,2009,Total Ethnic Group,127.1
W.P Kuala Lumpur,Total Sex, 0 - 4,2009,Bumiputera,2.8
W.P Kuala Lumpur,Total Sex, 0 - 4,2009,Malay,64.7
W.P Kuala Lumpur,Total Sex, 0 - 4,2009,Chinese,42.6
W.P Kuala Lumpur,Total Sex, 0 - 4,2009,Indians,10.9
W.P Kuala Lumpur,Total Sex, 0 - 4,2009,Other Malaysian,2.3
W.P Kuala Lumpur,Total Sex, 0 - 4,2009,Non-Malaysian Citizens,3.8
W.P Kuala Lumpur,Total Sex, 0 - 4,2010,Total Ethnic Group,126.4
W.P Kuala Lumpur,Total Sex, 0 - 4,2010,Other Bumiputera,2.9
W.P Kuala Lumpur,Total Sex, 0 - 4,2010,Malay,65.9
W.P Kuala Lumpur,Total Sex, 0 - 4,2010,Chinese,41.9
W.P Kuala Lumpur,Total Sex, 0 - 4,2010,Indians,10.6
W.P Kuala Lumpur,Total Sex, 0 - 4,2010,Other Malaysian,1.8
W.P Kuala Lumpur,Total Sex, 0 - 4,2010,Non-Malaysian Citizens,3.2
W.P Kuala Lumpur,Total Sex, 0 - 4,2011,Total Ethnic Group,124.8
W.P Kuala Lumpur,Total Sex, 0 - 4,2011,Other Bumiputera,2.5
W.P Kuala Lumpur,Total Sex, 0 - 4,2011,Malay,65.3
W.P Kuala Lumpur,Total Sex, 0 - 4,2011,Chinese,38.8
W.P Kuala Lumpur,Total Sex, 0 - 4,2011,Indians,10.1
W.P Kuala Lumpur,Total Sex, 0 - 4,2011,Other Malaysian,2.1
W.P Kuala Lumpur,Total Sex, 0 - 4,2011,Non-Malaysian Citizens,6
W.P Kuala Lumpur,Total Sex, 0 - 4,2012,Total Ethnic Group,124.4
W.P Kuala Lumpur,Total Sex, 0 - 4,2012,Other Bumiputera,2.4
W.P Kuala Lumpur,Total Sex, 0 - 4,2012,Malay,64.5
W.P Kuala Lumpur,Total Sex, 0 - 4,2012,Chinese,36.7
W.P Kuala Lumpur,Total Sex, 0 - 4,2012,Indians,9.1
W.P Kuala Lumpur,Total Sex, 0 - 4,2012,Other Malaysian,2.3
W.P Kuala Lumpur,Total Sex, 0 - 4,2012,Non-Malaysian Citizens,9.4
W.P Kuala Lumpur,Total Sex, 0 - 4,2013,Total Ethnic Group,125.4
W.P Kuala Lumpur,Total Sex, 0 - 4,2013,Bumiputera,66.8
W.P Kuala Lumpur,Total Sex, 0 - 4,2013,Chinese,34.4
W.P Kuala Lumpur,Total Sex, 0 - 4,2013,Indians,8.6
W.P Kuala Lumpur,Total Sex, 0 - 4,2013,Other Malaysian,2.6
W.P Kuala Lumpur,Total Sex, 0 - 4,2013,Non-Malaysian Citizens,13
W.P Kuala Lumpur,Total Sex, 0 - 4,2014,Total Ethnic Group,125.7
W.P Kuala Lumpur,Total Sex, 0 - 4,2014,Bumiputera,66.5
W.P Kuala Lumpur,Total Sex, 0 - 4,2014,Chinese,31.9
W.P Kuala Lumpur,Total Sex, 0 - 4,2014,Indians,8.1
W.P Kuala Lumpur,Total Sex, 0 - 4,2014,Other Malaysian,3.1
W.P Kuala Lumpur,Total Sex, 0 - 4,2014,Non-Malaysian Citizens,16.1
W.P Kuala Lumpur,Total Sex, 0 - 4,2015,Total Ethnic Group,129.2
W.P Kuala Lumpur,Total Sex, 0 - 4,2015,Bumiputera,67.5
W.P Kuala Lumpur,Total Sex, 0 - 4,2015,Chinese,30.4
W.P Kuala Lumpur,Total Sex, 0 - 4,2015,Indians,7.8
W.P Kuala Lumpur,Total Sex, 0 - 4,2015,Other Malaysian,3.4
W.P Kuala Lumpur,Total Sex, 0 - 4,2015,Non-Malaysian Citizens,20.1
W.P Kuala Lumpur,Total Sex, 0 - 4,2016,Total Ethnic Group,132.4
W.P Kuala Lumpur,Total Sex, 0 - 4,2016,Bumiputera,70
W.P Kuala Lumpur,Total Sex, 0 - 4,2016,Chinese,30.4
W.P Kuala Lumpur,Total Sex, 0 - 4,2016,Indians,8
W.P Kuala Lumpur,Total Sex, 0 - 4,2016,Other Malaysian,3.4
W.P Kuala Lumpur,Total Sex, 0 - 4,2016,Non-Malaysian Citizens,20.7
W.P Kuala Lumpur,Total Sex, 0 - 4,2017,Total Ethnic Group,131
W.P Kuala Lumpur,Total Sex, 0 - 4,2017,Bumiputera,69.9
W.P Kuala Lumpur,Total Sex, 0 - 4,2017,Chinese,29.4
W.P Kuala Lumpur,Total Sex, 0 - 4,2017,Indians,8
W.P Kuala Lumpur,Total Sex, 0 - 4,2017,Other Malaysian,3.3
W.P Kuala Lumpur,Total Sex, 0 - 4,2017,Non-Malaysian Citizens,20.3
W.P Kuala Lumpur,Total Sex, 0 - 4,2018,Total Ethnic Group,126.3
W.P Kuala Lumpur,Total Sex, 0 - 4,2018,Bumiputera,68.3
W.P Kuala Lumpur,Total Sex, 0 - 4,2018,Chinese,28.1
W.P Kuala Lumpur,Total Sex, 0 - 4,2018,Indians,7.8
W.P Kuala Lumpur,Total Sex, 0 - 4,2018,Other Malaysian,3.2
W.P Kuala Lumpur,Total Sex, 0 - 4,2018,Non-Malaysian Citizens,18.9
W.P Kuala Lumpur,Total Sex, 0 - 4,2019,Total Ethnic Group,125.4
W.P Kuala Lumpur,Total Sex, 0 - 4,2019,Bumiputera,68.3
W.P Kuala Lumpur,Total Sex, 0 - 4,2019,Chinese,27.9
W.P Kuala Lumpur,Total Sex, 0 - 4,2019,Indians,7.7
W.P Kuala Lumpur,Total Sex, 0 - 4,2019,Other Malaysian,3.2
W.P Kuala Lumpur,Total Sex, 0 - 4,2019,Non-Malaysian Citizens,18.2
W.P Kuala Lumpur,Total Sex, 0 - 4,2020,Total Ethnic Group,122.9
W.P Kuala Lumpur,Total Sex, 0 - 4,2020,Bumiputera,67.3
W.P Kuala Lumpur,Total Sex, 0 - 4,2020,Chinese,27.5
W.P Kuala Lumpur,Total Sex, 0 - 4,2020,Indians,7.4
W.P Kuala Lumpur,Total Sex, 0 - 4,2020,Other Malaysian,3.3
W.P Kuala Lumpur,Total Sex, 0 - 4,2020,Non-Malaysian Citizens,17.4
W.P Kuala Lumpur,Total Sex, 5 - 9,1991,Total Ethnic Group,134.1
W.P Kuala Lumpur,Total Sex, 5 - 9,1991,Bumiputera,0.3
W.P Kuala Lumpur,Total Sex, 5 - 9,1991,Malay,56
W.P Kuala Lumpur,Total Sex, 5 - 9,1991,Chinese,60.3
W.P Kuala Lumpur,Total Sex, 5 - 9,1991,Indians,13.3
W.P Kuala Lumpur,Total Sex, 5 - 9,1991,Other Malaysian,2
W.P Kuala Lumpur,Total Sex, 5 - 9,1991,Non-Malaysian Citizens,2.2
W.P Kuala Lumpur,Total Sex, 5 - 9,1992,Total Ethnic Group,136.6
W.P Kuala Lumpur,Total Sex, 5 - 9,1992,Bumiputera,0.4
W.P Kuala Lumpur,Total Sex, 5 - 9,1992,Malay,61.2
W.P Kuala Lumpur,Total Sex, 5 - 9,1992,Chinese,56.9
W.P Kuala Lumpur,Total Sex, 5 - 9,1992,Indians,14
W.P Kuala Lumpur,Total Sex, 5 - 9,1992,Other Malaysian,2
W.P Kuala Lumpur,Total Sex, 5 - 9,1992,Non-Malaysian Citizens,2.2
W.P Kuala Lumpur,Total Sex, 5 - 9,1993,Total Ethnic Group,136.2
W.P Kuala Lumpur,Total Sex, 5 - 9,1993,Bumiputera,0.5
W.P Kuala Lumpur,Total Sex, 5 - 9,1993,Malay,63.7
W.P Kuala Lumpur,Total Sex, 5 - 9,1993,Chinese,53.8
W.P Kuala Lumpur,Total Sex, 5 - 9,1993,Indians,14.1
W.P Kuala Lumpur,Total Sex, 5 - 9,1993,Other Malaysian,2
W.P Kuala Lumpur,Total Sex, 5 - 9,1993,Non-Malaysian Citizens,2.1
W.P Kuala Lumpur,Total Sex, 5 - 9,1994,Total Ethnic Group,135.6
W.P Kuala Lumpur,Total Sex, 5 - 9,1994,Bumiputera,0.6
W.P Kuala Lumpur,Total Sex, 5 - 9,1994,Malay,64.7
W.P Kuala Lumpur,Total Sex, 5 - 9,1994,Chinese,52.1
W.P Kuala Lumpur,Total Sex, 5 - 9,1994,Indians,14.2
W.P Kuala Lumpur,Total Sex, 5 - 9,1994,Other Malaysian,2
W.P Kuala Lumpur,Total Sex, 5 - 9,1994,Non-Malaysian Citizens,2.1
W.P Kuala Lumpur,Total Sex, 5 - 9,1995,Total Ethnic Group,132.6
W.P Kuala Lumpur,Total Sex, 5 - 9,1995,Bumiputera,0.6
W.P Kuala Lumpur,Total Sex, 5 - 9,1995,Malay,65
W.P Kuala Lumpur,Total Sex, 5 - 9,1995,Chinese,49
W.P Kuala Lumpur,Total Sex, 5 - 9,1995,Indians,14.2
W.P Kuala Lumpur,Total Sex, 5 - 9,1995,Other Malaysian,1.9
W.P Kuala Lumpur,Total Sex, 5 - 9,1995,Non-Malaysian Citizens,1.9
W.P Kuala Lumpur,Total Sex, 5 - 9,1996,Total Ethnic Group,129.6
W.P Kuala Lumpur,Total Sex, 5 - 9,1996,Bumiputera,0.6
W.P Kuala Lumpur,Total Sex, 5 - 9,1996,Malay,64.6
W.P Kuala Lumpur,Total Sex, 5 - 9,1996,Chinese,47
W.P Kuala Lumpur,Total Sex, 5 - 9,1996,Indians,13.9
W.P Kuala Lumpur,Total Sex, 5 - 9,1996,Other Malaysian,1.9
W.P Kuala Lumpur,Total Sex, 5 - 9,1996,Non-Malaysian Citizens,1.7
W.P Kuala Lumpur,Total Sex, 5 - 9,1997,Total Ethnic Group,125.6
