Year,State,Contingent PDRM District,Type of Crime,Number of Crime
2020,Johor,Pontian,Causing injury,13
2020,Johor,Pontian,Murder,0
2020,Johor,Pontian,Rape,11
2020,Johor,Pontian,Robbery,22
2020,Johor,Segamat,Causing injury,14
2020,Johor,Segamat,Murder,3
2020,Johor,Segamat,Rape,10
2020,Johor,Segamat,Robbery,29
2020,Johor,Seri Alam,Causing injury,66
2020,Johor,Seri Alam,Murder,7
2020,Johor,Seri Alam,Rape,24
2020,Johor,Seri Alam,Robbery,100
2020,Kedah,Baling,Causing injury,13
2020,Kedah,Baling,Murder,1
2020,Kedah,Baling,Rape,5
2020,Kedah,Baling,Robbery,8
2020,Kedah,Bandar Bharu,Causing injury,0
2020,Kedah,Bandar Bharu,Murder,0
2020,Kedah,Bandar Bharu,Rape,2
2020,Kedah,Bandar Bharu,Robbery,2
2020,Kedah,Kota Setar,Causing injury,62
2020,Kedah,Kota Setar,Murder,3
2020,Kedah,Kota Setar,Rape,21
2020,Kedah,Kota Setar,Robbery,44
2020,Kedah,Kuala Muda,Causing injury,64
2020,Kedah,Kuala Muda,Murder,4
2020,Kedah,Kuala Muda,Rape,26
2020,Kedah,Kuala Muda,Robbery,115
2020,Kedah,Kubang Pasu,Causing injury,33
2020,Kedah,Kubang Pasu,Murder,2
2020,Kedah,Kubang Pasu,Rape,14
2020,Kedah,Kubang Pasu,Robbery,22
2020,Kedah,Kulim,Causing injury,53
2020,Kedah,Kulim,Murder,1
2020,Kedah,Kulim,Rape,16
2020,Kedah,Kulim,Robbery,46
2020,Kedah,Langkawi,Causing injury,27
2020,Kedah,Langkawi,Murder,2
2020,Kedah,Langkawi,Rape,16
2020,Kedah,Langkawi,Robbery,11
2020,Kedah,Padang Terap,Causing injury,8
2020,Kedah,Padang Terap,Murder,0
2020,Kedah,Padang Terap,Rape,6
2020,Kedah,Padang Terap,Robbery,1
2020,Kedah,Pendang,Causing injury,11
2020,Kedah,Pendang,Murder,0
2020,Kedah,Pendang,Rape,11
2020,Kedah,Pendang,Robbery,14
2020,Kedah,Sik,Causing injury,0
2020,Kedah,Sik,Murder,0
2020,Kedah,Sik,Rape,0
2020,Kedah,Sik,Robbery,4
2020,Kedah,Yan,Causing injury,1
2020,Kedah,Yan,Murder,0
2020,Kedah,Yan,Rape,2
2020,Kedah,Yan,Robbery,3
2020,Kelantan,Bachok,Causing injury,29
2020,Kelantan,Bachok,Murder,2
2020,Kelantan,Bachok,Rape,8
2020,Kelantan,Bachok,Robbery,9
2020,Kelantan,Gua Musang,Causing injury,17
2020,Kelantan,Gua Musang,Murder,3
2020,Kelantan,Gua Musang,Rape,10
2020,Kelantan,Gua Musang,Robbery,5
2020,Kelantan,Jeli,Causing injury,4
2020,Kelantan,Jeli,Murder,0
2020,Kelantan,Jeli,Rape,1
2020,Kelantan,Jeli,Robbery,1
2020,Kelantan,Kota Bharu,Causing injury,34
2020,Kelantan,Kota Bharu,Murder,2
2020,Kelantan,Kota Bharu,Rape,16
2020,Kelantan,Kota Bharu,Robbery,76
2020,Kelantan,Kuala Krai,Causing injury,17
2020,Kelantan,Kuala Krai,Murder,1
2020,Kelantan,Kuala Krai,Rape,10
2020,Kelantan,Kuala Krai,Robbery,2
2020,Kelantan,Machang,Causing injury,13
2020,Kelantan,Machang,Murder,1
2020,Kelantan,Machang,Rape,7
2020,Kelantan,Machang,Robbery,9
2020,Kelantan,Pasir Mas,Causing injury,40
2020,Kelantan,Pasir Mas,Murder,0
2020,Kelantan,Pasir Mas,Rape,9
2020,Kelantan,Pasir Mas,Robbery,18
2020,Kelantan,Pasir Puteh,Causing injury,28
2020,Kelantan,Pasir Puteh,Murder,3
2020,Kelantan,Pasir Puteh,Rape,18
2020,Kelantan,Pasir Puteh,Robbery,19
2020,Kelantan,Tanah Merah,Causing injury,21
2020,Kelantan,Tanah Merah,Murder,1
2020,Kelantan,Tanah Merah,Rape,16
2020,Kelantan,Tanah Merah,Robbery,11
2020,Kelantan,Tumpat,Causing injury,8
2020,Kelantan,Tumpat,Murder,0
2020,Kelantan,Tumpat,Rape,13
2020,Kelantan,Tumpat,Robbery,22
2020,Melaka,Alor Gajah,Causing injury,41
2020,Melaka,Alor Gajah,Murder,2
2020,Melaka,Alor Gajah,Rape,9
2020,Melaka,Alor Gajah,Robbery,14
2020,Melaka,Jasin,Causing injury,23
2020,Melaka,Jasin,Murder,1
2020,Melaka,Jasin,Rape,8
2020,Melaka,Jasin,Robbery,8
2020,Melaka,Melaka Tengah,Causing injury,85
2020,Melaka,Melaka Tengah,Murder,3
2020,Melaka,Melaka Tengah,Rape,36
2020,Melaka,Melaka Tengah,Robbery,136
2020,Negeri Sembilan,Jelebu,Causing injury,3
2020,Negeri Sembilan,Jelebu,Murder,1
2020,Negeri Sembilan,Jelebu,Rape,2
2020,Negeri Sembilan,Jelebu,Robbery,5
2020,Negeri Sembilan,Jempol,Causing injury,40
2020,Negeri Sembilan,Jempol,Murder,0
2020,Negeri Sembilan,Jempol,Rape,14
2020,Negeri Sembilan,Jempol,Robbery,19
2020,Negeri Sembilan,Kuala Pilah,Causing injury,10
2020,Negeri Sembilan,Kuala Pilah,Murder,0
2020,Negeri Sembilan,Kuala Pilah,Rape,6
2020,Negeri Sembilan,Kuala Pilah,Robbery,5
2020,Negeri Sembilan,Nilai,Causing injury,50
2020,Negeri Sembilan,Nilai,Murder,2
2020,Negeri Sembilan,Nilai,Rape,9
2020,Negeri Sembilan,Nilai,Robbery,61
2020,Negeri Sembilan,Port Dickson,Causing injury,40
2020,Negeri Sembilan,Port Dickson,Murder,0
2020,Negeri Sembilan,Port Dickson,Rape,7
2020,Negeri Sembilan,Port Dickson,Robbery,12
2020,Negeri Sembilan,Rembau,Causing injury,6
2020,Negeri Sembilan,Rembau,Murder,0
2020,Negeri Sembilan,Rembau,Rape,6
2020,Negeri Sembilan,Rembau,Robbery,7
2020,Negeri Sembilan,Seremban,Causing injury,60
2020,Negeri Sembilan,Seremban,Murder,4
2020,Negeri Sembilan,Seremban,Rape,26
2020,Negeri Sembilan,Seremban,Robbery,114
2020,Negeri Sembilan,Tampin,Causing injury,4
2020,Negeri Sembilan,Tampin,Murder,1
2020,Negeri Sembilan,Tampin,Rape,5
2020,Negeri Sembilan,Tampin,Robbery,6
2020,Pahang,Bentong,Causing injury,18
2020,Pahang,Bentong,Murder,1
2020,Pahang,Bentong,Rape,6
2020,Pahang,Bentong,Robbery,18
2020,Pahang,Bera,Causing injury,14
2020,Pahang,Bera,Murder,0
2020,Pahang,Bera,Rape,7
2020,Pahang,Bera,Robbery,3
2020,Pahang,Cameron Highland,Causing injury,4
2020,Pahang,Cameron Highland,Murder,1
2020,Pahang,Cameron Highland,Rape,0
2020,Pahang,Cameron Highland,Robbery,2
2020,Pahang,Jerantut,Causing injury,4
2020,Pahang,Jerantut,Murder,0
2020,Pahang,Jerantut,Rape,9
2020,Pahang,Jerantut,Robbery,4
2020,Pahang,Kuala Lipis,Causing injury,4
2020,Pahang,Kuala Lipis,Murder,0
2020,Pahang,Kuala Lipis,Rape,5
2020,Pahang,Kuala Lipis,Robbery,5
2020,Pahang,Kuantan,Causing injury,45
2020,Pahang,Kuantan,Murder,2
2020,Pahang,Kuantan,Rape,25
2020,Pahang,Kuantan,Robbery,72
2020,Pahang,Maran,Causing injury,4
2020,Pahang,Maran,Murder,0
2020,Pahang,Maran,Rape,7
2020,Pahang,Maran,Robbery,8
2020,Pahang,Pekan,Causing injury,6
2020,Pahang,Pekan,Murder,0
2020,Pahang,Pekan,Rape,11
2020,Pahang,Pekan,Robbery,4
2020,Pahang,Raub,Causing injury,11
2020,Pahang,Raub,Murder,1
2020,Pahang,Raub,Rape,2
2020,Pahang,Raub,Robbery,1
2020,Pahang,Rompin,Causing injury,17
2020,Pahang,Rompin,Murder,0
2020,Pahang,Rompin,Rape,11
2020,Pahang,Rompin,Robbery,7
2020,Pahang,Temerloh,Causing injury,28
2020,Pahang,Temerloh,Murder,3
2020,Pahang,Temerloh,Rape,15
2020,Pahang,Temerloh,Robbery,20
2020,Perak,Batu Gajah,Causing injury,7
2020,Perak,Batu Gajah,Murder,1
2020,Perak,Batu Gajah,Rape,0
2020,Perak,Batu Gajah,Robbery,4
2020,Perak,Gerik,Causing injury,2
2020,Perak,Gerik,Murder,2
2020,Perak,Gerik,Rape,3
2020,Perak,Gerik,Robbery,4
2020,Perak,Hilir Perak,Causing injury,60
2020,Perak,Hilir Perak,Murder,1
2020,Perak,Hilir Perak,Rape,10
2020,Perak,Hilir Perak,Robbery,29
2020,Perak,Ipoh,Causing injury,85
2020,Perak,Ipoh,Murder,6
2020,Perak,Ipoh,Rape,14
2020,Perak,Ipoh,Robbery,141
2020,Perak,Kampar,Causing injury,6
2020,Perak,Kampar,Murder,3
2020,Perak,Kampar,Rape,3
2020,Perak,Kampar,Robbery,16
2020,Perak,Kerian,Causing injury,23
2020,Perak,Kerian,Murder,0
2020,Perak,Kerian,Rape,4
2020,Perak,Kerian,Robbery,17
2020,Perak,Kuala Kangsar,Causing injury,8
2020,Perak,Kuala Kangsar,Murder,0
2020,Perak,Kuala Kangsar,Rape,5
2020,Perak,Kuala Kangsar,Robbery,16
2020,Perak,Manjung,Causing injury,40
2020,Perak,Manjung,Murder,4
2020,Perak,Manjung,Rape,10
2020,Perak,Manjung,Robbery,35
2020,Perak,Pengkalan Hulu,Causing injury,0
2020,Perak,Pengkalan Hulu,Murder,0
2020,Perak,Pengkalan Hulu,Rape,1
2020,Perak,Pengkalan Hulu,Robbery,1
2020,Perak,Perak Tengah,Causing injury,12
2020,Perak,Perak Tengah,Murder,1
2020,Perak,Perak Tengah,Rape,5
2020,Perak,Perak Tengah,Robbery,4
2020,Perak,Selama,Causing injury,2
2020,Perak,Selama,Murder,0
2020,Perak,Selama,Rape,2
2020,Perak,Selama,Robbery,1
2020,Perak,Sungai Siput,Causing injury,10
2020,Perak,Sungai Siput,Murder,1
2020,Perak,Sungai Siput,Rape,3
2020,Perak,Sungai Siput,Robbery,16
2020,Perak,Taiping,Causing injury,40
2020,Perak,Taiping,Murder,1
2020,Perak,Taiping,Rape,9
2020,Perak,Taiping,Robbery,68
2020,Perak,Tanjong Malim,Causing injury,9
2020,Perak,Tanjong Malim,Murder,1
2020,Perak,Tanjong Malim,Rape,3
2020,Perak,Tanjong Malim,Robbery,3
2020,Perak,Tapah,Causing injury,18
2020,Perak,Tapah,Murder,1
2020,Perak,Tapah,Rape,2
2020,Perak,Tapah,Robbery,16
2020,Perlis,Arau,Causing injury,11
2020,Perlis,Arau,Murder,0
2020,Perlis,Arau,Rape,4
2020,Perlis,Arau,Robbery,3
2020,Perlis,Kangar,Causing injury,19
2020,Perlis,Kangar,Murder,1
2020,Perlis,Kangar,Rape,12
2020,Perlis,Kangar,Robbery,17
2020,Perlis,Padang Besar,Causing injury,10
2020,Perlis,Padang Besar,Murder,1
2020,Perlis,Padang Besar,Rape,3
2020,Perlis,Padang Besar,Robbery,0
2020,Pulau Pinang,Barat Daya,Causing injury,18
2020,Pulau Pinang,Barat Daya,Murder,0
2020,Pulau Pinang,Barat Daya,Rape,10
2020,Pulau Pinang,Barat Daya,Robbery,20
2020,Pulau Pinang,Seberang Perai Selatan,Causing injury,32
2020,Pulau Pinang,Seberang Perai Selatan,Murder,3
2020,Pulau Pinang,Seberang Perai Selatan,Rape,17
2020,Pulau Pinang,Seberang Perai Selatan,Robbery,32
2020,Pulau Pinang,Seberang Perai Tengah,Causing injury,100
2020,Pulau Pinang,Seberang Perai Tengah,Murder,6
2020,Pulau Pinang,Seberang Perai Tengah,Rape,17
2020,Pulau Pinang,Seberang Perai Tengah,Robbery,194
2020,Pulau Pinang,Seberang Perai Utara,Causing injury,46
2020,Pulau Pinang,Seberang Perai Utara,Murder,4
2020,Pulau Pinang,Seberang Perai Utara,Rape,20
2020,Pulau Pinang,Seberang Perai Utara,Robbery,32
2020,Pulau Pinang,Timur Laut,Causing injury,117
2020,Pulau Pinang,Timur Laut,Murder,3
2020,Pulau Pinang,Timur Laut,Rape,24
2020,Pulau Pinang,Timur Laut,Robbery,147
2020,Sabah,Beaufort,Causing injury,11
2020,Sabah,Beaufort,Murder,0
2020,Sabah,Beaufort,Rape,4
2020,Sabah,Beaufort,Robbery,1
2020,Sabah,Beluran,Causing injury,5
2020,Sabah,Beluran,Murder,3
2020,Sabah,Beluran,Rape,8
2020,Sabah,Beluran,Robbery,0
2020,Sabah,Keningau,Causing injury,18
2020,Sabah,Keningau,Murder,3
2020,Sabah,Keningau,Rape,6
2020,Sabah,Keningau,Robbery,5
2020,Sabah,Kota Belud,Causing injury,9
2020,Sabah,Kota Belud,Murder,1
2020,Sabah,Kota Belud,Rape,7
2020,Sabah,Kota Belud,Robbery,2
2020,Sabah,Kota Kinabalu,Causing injury,35
2020,Sabah,Kota Kinabalu,Murder,4
2020,Sabah,Kota Kinabalu,Rape,22
2020,Sabah,Kota Kinabalu,Robbery,44
2020,Sabah,Kota Kinabatangan,Causing injury,6
2020,Sabah,Kota Kinabatangan,Murder,2
2020,Sabah,Kota Kinabatangan,Rape,5
2020,Sabah,Kota Kinabatangan,Robbery,1
2020,Sabah,Kota Marudu,Causing injury,3
2020,Sabah,Kota Marudu,Murder,3
2020,Sabah,Kota Marudu,Rape,9
2020,Sabah,Kota Marudu,Robbery,0
2020,Sabah,Kudat,Causing injury,0
2020,Sabah,Kudat,Murder,0
2020,Sabah,Kudat,Rape,2
2020,Sabah,Kudat,Robbery,1
2020,Sabah,Kunak,Causing injury,0
2020,Sabah,Kunak,Murder,0
2020,Sabah,Kunak,Rape,3
2020,Sabah,Kunak,Robbery,3
2020,Sabah,Lahad Datu,Causing injury,6
2020,Sabah,Lahad Datu,Murder,2
2020,Sabah,Lahad Datu,Rape,7
2020,Sabah,Lahad Datu,Robbery,7
2020,Sabah,Papar,Causing injury,18
2020,Sabah,Papar,Murder,1
2020,Sabah,Papar,Rape,18
2020,Sabah,Papar,Robbery,4
2020,Sabah,Penampang,Causing injury,9
2020,Sabah,Penampang,Murder,0
2020,Sabah,Penampang,Rape,14
2020,Sabah,Penampang,Robbery,5
2020,Sabah,Ranau,Causing injury,7
2020,Sabah,Ranau,Murder,0
2020,Sabah,Ranau,Rape,4
2020,Sabah,Ranau,Robbery,0
2020,Sabah,Sandakan,Causing injury,18
2020,Sabah,Sandakan,Murder,0
2020,Sabah,Sandakan,Rape,10
2020,Sabah,Sandakan,Robbery,21
2020,Sabah,Semporna,Causing injury,15
2020,Sabah,Semporna,Murder,1
2020,Sabah,Semporna,Rape,8
2020,Sabah,Semporna,Robbery,4
2020,Sabah,Sipitang,Causing injury,1
2020,Sabah,Sipitang,Murder,0
2020,Sabah,Sipitang,Rape,2
2020,Sabah,Sipitang,Robbery,1
2020,Sabah,Tawau,Causing injury,12
2020,Sabah,Tawau,Murder,2
2020,Sabah,Tawau,Rape,7
2020,Sabah,Tawau,Robbery,22
2020,Sabah,Tenom,Causing injury,1
2020,Sabah,Tenom,Murder,1
2020,Sabah,Tenom,Rape,2
2020,Sabah,Tenom,Robbery,0
2020,Sabah,Tuaran,Causing injury,3
2020,Sabah,Tuaran,Murder,1
2020,Sabah,Tuaran,Rape,8
2020,Sabah,Tuaran,Robbery,2
2020,Sarawak,Bau,Causing injury,3
2020,Sarawak,Bau,Murder,0
2020,Sarawak,Bau,Rape,4
2020,Sarawak,Bau,Robbery,1
2020,Sarawak,Belaga,Causing injury,6
2020,Sarawak,Belaga,Murder,0
2020,Sarawak,Belaga,Rape,0
2020,Sarawak,Belaga,Robbery,0
2020,Sarawak,Betong,Causing injury,6
2020,Sarawak,Betong,Murder,1
2020,Sarawak,Betong,Rape,1
2020,Sarawak,Betong,Robbery,3
2020,Sarawak,Bintulu,Causing injury,23
2020,Sarawak,Bintulu,Murder,1
2020,Sarawak,Bintulu,Rape,4
2020,Sarawak,Bintulu,Robbery,5
2020,Sarawak,Dalat,Causing injury,2
2020,Sarawak,Dalat,Murder,0
2020,Sarawak,Dalat,Rape,1
2020,Sarawak,Dalat,Robbery,0
2020,Sarawak,Julau,Causing injury,2
2020,Sarawak,Julau,Murder,0
2020,Sarawak,Julau,Rape,2
2020,Sarawak,Julau,Robbery,0
2020,Sarawak,Kanowit,Causing injury,2
2020,Sarawak,Kanowit,Murder,0
2020,Sarawak,Kanowit,Rape,3
2020,Sarawak,Kanowit,Robbery,1
2020,Sarawak,Kapit,Causing injury,6
2020,Sarawak,Kapit,Murder,0
2020,Sarawak,Kapit,Rape,1
2020,Sarawak,Kapit,Robbery,0
2020,Sarawak,Kota Samarahan,Causing injury,25
2020,Sarawak,Kota Samarahan,Murder,0
2020,Sarawak,Kota Samarahan,Rape,19
2020,Sarawak,Kota Samarahan,Robbery,19
2020,Sarawak,Kuching,Causing injury,76
2020,Sarawak,Kuching,Murder,1
2020,Sarawak,Kuching,Rape,16
2020,Sarawak,Kuching,Robbery,93
2020,Sarawak,Lawas,Causing injury,2
2020,Sarawak,Lawas,Murder,0
2020,Sarawak,Lawas,Rape,3
2020,Sarawak,Lawas,Robbery,1
2020,Sarawak,Limbang,Causing injury,4
2020,Sarawak,Limbang,Murder,0
2020,Sarawak,Limbang,Rape,2
2020,Sarawak,Limbang,Robbery,1
2020,Sarawak,Lubok Antu,Causing injury,6
2020,Sarawak,Lubok Antu,Murder,0
2020,Sarawak,Lubok Antu,Rape,3
2020,Sarawak,Lubok Antu,Robbery,1
2020,Sarawak,Lundu,Causing injury,5
2020,Sarawak,Lundu,Murder,0
2020,Sarawak,Lundu,Rape,2
2020,Sarawak,Lundu,Robbery,2
2020,Sarawak,Marudi,Causing injury,6
2020,Sarawak,Marudi,Murder,0
2020,Sarawak,Marudi,Rape,3
2020,Sarawak,Marudi,Robbery,1
2020,Sarawak,Matu Daro,Causing injury,0
2020,Sarawak,Matu Daro,Murder,0
2020,Sarawak,Matu Daro,Rape,1
2020,Sarawak,Matu Daro,Robbery,0
2020,Sarawak,Meradong,Causing injury,3
2020,Sarawak,Meradong,Murder,0
2020,Sarawak,Meradong,Rape,3
2020,Sarawak,Meradong,Robbery,2
2020,Sarawak,Miri,Causing injury,56
2020,Sarawak,Miri,Murder,1
2020,Sarawak,Miri,Rape,22
2020,Sarawak,Miri,Robbery,43
2020,Sarawak,Mukah,Causing injury,2
2020,Sarawak,Mukah,Murder,0
2020,Sarawak,Mukah,Rape,3
2020,Sarawak,Mukah,Robbery,2
2020,Sarawak,Padawan,Causing injury,26
2020,Sarawak,Padawan,Murder,2
2020,Sarawak,Padawan,Rape,12
2020,Sarawak,Padawan,Robbery,39
2020,Sarawak,Saratok,Causing injury,3
2020,Sarawak,Saratok,Murder,0
2020,Sarawak,Saratok,Rape,1
2020,Sarawak,Saratok,Robbery,0
2020,Sarawak,Sarikei,Causing injury,8
2020,Sarawak,Sarikei,Murder,0
2020,Sarawak,Sarikei,Rape,0
2020,Sarawak,Sarikei,Robbery,3
2020,Sarawak,Serian,Causing injury,3
2020,Sarawak,Serian,Murder,0
2020,Sarawak,Serian,Rape,2
2020,Sarawak,Serian,Robbery,2
2020,Sarawak,Sibu,Causing injury,43
2020,Sarawak,Sibu,Murder,2
2020,Sarawak,Sibu,Rape,14
2020,Sarawak,Sibu,Robbery,67
2020,Sarawak,Simunjan,Causing injury,1
2020,Sarawak,Simunjan,Murder,0
2020,Sarawak,Simunjan,Rape,5
2020,Sarawak,Simunjan,Robbery,1
2020,Sarawak,Song,Causing injury,2
2020,Sarawak,Song,Murder,0
2020,Sarawak,Song,Rape,1
2020,Sarawak,Song,Robbery,0
2020,Sarawak,Sri Aman,Causing injury,4
2020,Sarawak,Sri Aman,Murder,0
2020,Sarawak,Sri Aman,Rape,9
2020,Sarawak,Sri Aman,Robbery,0
2020,Sarawak,Tatau,Causing injury,2
2020,Sarawak,Tatau,Murder,0
2020,Sarawak,Tatau,Rape,1
2020,Sarawak,Tatau,Robbery,1
2020,Selangor,Ampang Jaya,Causing injury,76
2020,Selangor,Ampang Jaya,Murder,3
2020,Selangor,Ampang Jaya,Rape,28
2020,Selangor,Ampang Jaya,Robbery,379
2020,Selangor,Gombak,Causing injury,139
2020,Selangor,Gombak,Murder,2
2020,Selangor,Gombak,Rape,27
2020,Selangor,Gombak,Robbery,336
2020,Selangor,Hulu Selangor,Causing injury,33
2020,Selangor,Hulu Selangor,Murder,4
2020,Selangor,Hulu Selangor,Rape,22
2020,Selangor,Hulu Selangor,Robbery,45
2020,Selangor,Kajang,Causing injury,137
2020,Selangor,Kajang,Murder,14
2020,Selangor,Kajang,Rape,40
2020,Selangor,Kajang,Robbery,310
2020,Selangor,Klang Selatan,Causing injury,69
2020,Selangor,Klang Selatan,Murder,8
2020,Selangor,Klang Selatan,Rape,23
2020,Selangor,Klang Selatan,Robbery,256
2020,Selangor,Klang Utara,Causing injury,77
2020,Selangor,Klang Utara,Murder,3
2020,Selangor,Klang Utara,Rape,20
2020,Selangor,Klang Utara,Robbery,200
2020,Selangor,Kuala Langat,Causing injury,52
2020,Selangor,Kuala Langat,Murder,3
2020,Selangor,Kuala Langat,Rape,27
2020,Selangor,Kuala Langat,Robbery,71
2020,Selangor,Kuala Selangor,Causing injury,37
2020,Selangor,Kuala Selangor,Murder,3
2020,Selangor,Kuala Selangor,Rape,14
2020,Selangor,Kuala Selangor,Robbery,37
2020,Selangor,Petaling Jaya,Causing injury,123
2020,Selangor,Petaling Jaya,Murder,4
2020,Selangor,Petaling Jaya,Rape,31
2020,Selangor,Petaling Jaya,Robbery,503
2020,Selangor,Sabak Bernam,Causing injury,19
2020,Selangor,Sabak Bernam,Murder,0
2020,Selangor,Sabak Bernam,Rape,11
2020,Selangor,Sabak Bernam,Robbery,28
2020,Selangor,Sepang,Causing injury,43
2020,Selangor,Sepang,Murder,2
2020,Selangor,Sepang,Rape,23
2020,Selangor,Sepang,Robbery,82
2020,Selangor,Serdang,Causing injury,62
2020,Selangor,Serdang,Murder,9
2020,Selangor,Serdang,Rape,20
2020,Selangor,Serdang,Robbery,210
2020,Selangor,Sg. Buloh,Causing injury,38
2020,Selangor,Sg. Buloh,Murder,3
2020,Selangor,Sg. Buloh,Rape,18
2020,Selangor,Sg. Buloh,Robbery,88
2020,Selangor,Shah Alam,Causing injury,49
2020,Selangor,Shah Alam,Murder,4
2020,Selangor,Shah Alam,Rape,17
2020,Selangor,Shah Alam,Robbery,67
2020,Selangor,Subang Jaya,Causing injury,43
2020,Selangor,Subang Jaya,Murder,7
2020,Selangor,Subang Jaya,Rape,20
2020,Selangor,Subang Jaya,Robbery,220
2020,Terengganu,Besut,Causing injury,16
2020,Terengganu,Besut,Murder,0
2020,Terengganu,Besut,Rape,15
2020,Terengganu,Besut,Robbery,14
2020,Terengganu,Dungun,Causing injury,4
2020,Terengganu,Dungun,Murder,1
2020,Terengganu,Dungun,Rape,11
2020,Terengganu,Dungun,Robbery,10
2020,Terengganu,Hulu Terengganu,Causing injury,13
2020,Terengganu,Hulu Terengganu,Murder,1
2020,Terengganu,Hulu Terengganu,Rape,3
2020,Terengganu,Hulu Terengganu,Robbery,6
2020,Terengganu,Kemaman,Causing injury,22
2020,Terengganu,Kemaman,Murder,1
2020,Terengganu,Kemaman,Rape,9
2020,Terengganu,Kemaman,Robbery,16
2020,Terengganu,Kuala Terengganu,Causing injury,47
2020,Terengganu,Kuala Terengganu,Murder,0
2020,Terengganu,Kuala Terengganu,Rape,17
2020,Terengganu,Kuala Terengganu,Robbery,33
2020,Terengganu,Marang,Causing injury,13
2020,Terengganu,Marang,Murder,0
2020,Terengganu,Marang,Rape,4
2020,Terengganu,Marang,Robbery,12
2020,Terengganu,Setiu,Causing injury,3
2020,Terengganu,Setiu,Murder,0
2020,Terengganu,Setiu,Rape,5
2020,Terengganu,Setiu,Robbery,2
2020,W.P. Kuala Lumpur,Brickfields,Causing injury,47
2020,W.P. Kuala Lumpur,Brickfields,Murder,6
2020,W.P. Kuala Lumpur,Brickfields,Rape,16
2020,W.P. Kuala Lumpur,Brickfields,Robbery,268
2020,W.P. Kuala Lumpur,Cheras,Causing injury,62
2020,W.P. Kuala Lumpur,Cheras,Murder,4
2020,W.P. Kuala Lumpur,Cheras,Rape,17
2020,W.P. Kuala Lumpur,Cheras,Robbery,182
2020,W.P. Kuala Lumpur,Dang Wangi,Causing injury,75
2020,W.P. Kuala Lumpur,Dang Wangi,Murder,2
2020,W.P. Kuala Lumpur,Dang Wangi,Rape,12
2020,W.P. Kuala Lumpur,Dang Wangi,Robbery,587
2020,W.P. Kuala Lumpur,Sentul,Causing injury,140
2020,W.P. Kuala Lumpur,Sentul,Murder,8
2020,W.P. Kuala Lumpur,Sentul,Rape,24
2020,W.P. Kuala Lumpur,Sentul,Robbery,270
2020,W.P. Kuala Lumpur,Wangsa Maju,Causing injury,49
2020,W.P. Kuala Lumpur,Wangsa Maju,Murder,5
2020,W.P. Kuala Lumpur,Wangsa Maju,Rape,17
2020,W.P. Kuala Lumpur,Wangsa Maju,Robbery,146
2020,W.P. Labuan,W.P. Labuan,Causing injury,8
2020,W.P. Labuan,W.P. Labuan,Murder,0
2020,W.P. Labuan,W.P. Labuan,Rape,7
2020,W.P. Labuan,W.P. Labuan,Robbery,7
2020,W.P. Putrajaya,W.P. Putrajaya,Causing injury,5
2020,W.P. Putrajaya,W.P. Putrajaya,Murder,0
2020,W.P. Putrajaya,W.P. Putrajaya,Rape,2
2020,W.P. Putrajaya,W.P. Putrajaya,Robbery,4
2021,Johor,Batu Pahat,Causing injury,22
2021,Johor,Batu Pahat,Murder,0
2021,Johor,Batu Pahat,Rape,18
2021,Johor,Batu Pahat,Robbery,20
2021,Johor,Iskandar Puteri,Causing injury,20
2021,Johor,Iskandar Puteri,Murder,2
2021,Johor,Iskandar Puteri,Rape,4
2021,Johor,Iskandar Puteri,Robbery,42
2021,Johor,Johor Bahru Selatan,Causing injury,62
2021,Johor,Johor Bahru Selatan,Murder,5
2021,Johor,Johor Bahru Selatan,Rape,17
2021,Johor,Johor Bahru Selatan,Robbery,66
2021,Johor,Johor Bahru Utara,Causing injury,57
2021,Johor,Johor Bahru Utara,Murder,0
2021,Johor,Johor Bahru Utara,Rape,19
2021,Johor,Johor Bahru Utara,Robbery,86
2021,Johor,Kluang,Causing injury,39
2021,Johor,Kluang,Murder,3
2021,Johor,Kluang,Rape,12
2021,Johor,Kluang,Robbery,26
2021,Johor,Kota Tinggi,Causing injury,18
2021,Johor,Kota Tinggi,Murder,1
2021,Johor,Kota Tinggi,Rape,6
2021,Johor,Kota Tinggi,Robbery,12
2021,Johor,Kulaijaya,Causing injury,18
2021,Johor,Kulaijaya,Murder,5
2021,Johor,Kulaijaya,Rape,9
2021,Johor,Kulaijaya,Robbery,34
2021,Johor,Ledang,Causing injury,4
2021,Johor,Ledang,Murder,1
2021,Johor,Ledang,Rape,1
2021,Johor,Ledang,Robbery,8
2021,Johor,Mersing,Causing injury,8
2021,Johor,Mersing,Murder,1
2021,Johor,Mersing,Rape,6
2021,Johor,Mersing,Robbery,6
2021,Johor,Muar,Causing injury,29
2021,Johor,Muar,Murder,0
2021,Johor,Muar,Rape,10
2021,Johor,Muar,Robbery,3
2021,Johor,Nusajaya,Causing injury,0
2021,Johor,Nusajaya,Murder,0
2021,Johor,Nusajaya,Rape,0
2021,Johor,Nusajaya,Robbery,0
2021,Johor,Pontian,Causing injury,14
2021,Johor,Pontian,Murder,0
2021,Johor,Pontian,Rape,7
2021,Johor,Pontian,Robbery,8
2021,Johor,Segamat,Causing injury,20
2021,Johor,Segamat,Murder,2
2021,Johor,Segamat,Rape,6
2021,Johor,Segamat,Robbery,5
2021,Johor,Seri Alam,Causing injury,54
2021,Johor,Seri Alam,Murder,1
